joint_1,joint_2,joint_3,joint_4,joint_5,joint_6,joint_7
0.471072,0.137279,0.133127,-1.492750,0.044678,1.372575,1.170423
0.491815,0.146803,0.131657,-1.485102,0.044185,1.385021,1.166168
0.512558,0.156328,0.130187,-1.477454,0.043691,1.397468,1.161913
0.533301,0.165852,0.128717,-1.469806,0.043198,1.409915,1.157658
0.554045,0.175376,0.127248,-1.462158,0.042705,1.422361,1.153403
0.574788,0.184901,0.125778,-1.454510,0.042212,1.434808,1.149148
0.595531,0.194425,0.124308,-1.446862,0.041719,1.447255,1.144893
0.616274,0.203950,0.122839,-1.439214,0.041225,1.459701,1.140638
0.637017,0.213474,0.121369,-1.431566,0.040732,1.472148,1.136383
0.657761,0.222998,0.119899,-1.423918,0.040239,1.484595,1.132128
0.678504,0.232523,0.118430,-1.416270,0.039746,1.497042,1.127873
0.699247,0.242047,0.116960,-1.408623,0.039252,1.509488,1.123618
0.719990,0.251571,0.115490,-1.400975,0.038759,1.521935,1.119363
0.740734,0.261096,0.114020,-1.393327,0.038266,1.534382,1.115108
0.761477,0.270620,0.112551,-1.385679,0.037773,1.546828,1.110853
0.782220,0.280145,0.111081,-1.378031,0.037279,1.559275,1.106597
0.802963,0.289669,0.109611,-1.370383,0.036786,1.571722,1.102342
0.823707,0.299193,0.108142,-1.362735,0.036293,1.584168,1.098087
0.844450,0.308718,0.106672,-1.355087,0.035800,1.596615,1.093832
0.865193,0.318242,0.105202,-1.347439,0.035306,1.609062,1.089577
0.885936,0.327767,0.103732,-1.339791,0.034813,1.621509,1.085322
0.906680,0.337291,0.102263,-1.332143,0.034320,1.633955,1.081067
0.927423,0.346815,0.100793,-1.324496,0.033827,1.646402,1.076812
0.948166,0.356340,0.099323,-1.316848,0.033333,1.658849,1.072557
0.968909,0.365864,0.097854,-1.309200,0.032840,1.671295,1.068302
0.989653,0.375388,0.096384,-1.301552,0.032347,1.683742,1.064047
1.010396,0.384913,0.094914,-1.293904,0.031854,1.696189,1.059792
1.031139,0.394437,0.093444,-1.286256,0.031360,1.708635,1.055537
1.051882,0.403962,0.091975,-1.278608,0.030867,1.721082,1.051282
1.072626,0.413486,0.090505,-1.270960,0.030374,1.733529,1.047027
1.093369,0.423010,0.089035,-1.263312,0.029881,1.745976,1.042772
1.114112,0.432535,0.087566,-1.255664,0.029387,1.758422,1.038517
1.134855,0.442059,0.086096,-1.248016,0.028894,1.770869,1.034262
1.155599,0.451584,0.084626,-1.240369,0.028401,1.783316,1.030007
1.176342,0.461108,0.083157,-1.232721,0.027908,1.795762,1.025752
1.197085,0.470632,0.081687,-1.225073,0.027415,1.808209,1.021497
1.217828,0.480157,0.080217,-1.217425,0.026921,1.820656,1.017242
1.238572,0.489681,0.078747,-1.209777,0.026428,1.833102,1.012986
1.259315,0.499205,0.077278,-1.202129,0.025935,1.845549,1.008731
1.280058,0.508730,0.075808,-1.194481,0.025442,1.857996,1.004476
1.300801,0.518254,0.074338,-1.186833,0.024948,1.870443,1.000221
1.321545,0.527779,0.072869,-1.179185,0.024455,1.882889,0.995966
1.342288,0.537303,0.071399,-1.171537,0.023962,1.895336,0.991711
1.363031,0.546827,0.069929,-1.163889,0.023469,1.907783,0.987456
1.383774,0.556352,0.068459,-1.156242,0.022975,1.920229,0.983201
1.404518,0.565876,0.066990,-1.148594,0.022482,1.932676,0.978946
1.425261,0.575401,0.065520,-1.140946,0.021989,1.945123,0.974691
1.446004,0.584925,0.064050,-1.133298,0.021496,1.957570,0.970436
1.466747,0.594449,0.062581,-1.125650,0.021002,1.970016,0.966181
1.487491,0.603974,0.061111,-1.118002,0.020509,1.982463,0.961926
1.508234,0.613498,0.059641,-1.110354,0.020016,1.994910,0.957671
1.528977,0.623022,0.058171,-1.102706,0.019523,2.007356,0.953416
1.549720,0.632547,0.056702,-1.095058,0.019029,2.019803,0.949161
1.570463,0.642071,0.055232,-1.087410,0.018536,2.032250,0.944906
1.591207,0.651596,0.053762,-1.079762,0.018043,2.044696,0.940651
1.611950,0.661120,0.052293,-1.072115,0.017550,2.057143,0.936396
1.632693,0.670644,0.050823,-1.064467,0.017056,2.069590,0.932141
1.653436,0.680169,0.049353,-1.056819,0.016563,2.082037,0.927886
1.674180,0.689693,0.047883,-1.049171,0.016070,2.094483,0.923631
1.694923,0.699218,0.046414,-1.041523,0.015577,2.106930,0.919375
1.715666,0.708742,0.044944,-1.033875,0.015083,2.119377,0.915120
1.736409,0.718266,0.043474,-1.026227,0.014590,2.131823,0.910865
1.757153,0.727791,0.042005,-1.018579,0.014097,2.144270,0.906610
1.777896,0.737315,0.040535,-1.010931,0.013604,2.156717,0.902355
1.798639,0.746839,0.039065,-1.003283,0.013110,2.169163,0.898100
1.819382,0.756364,0.037596,-0.995635,0.012617,2.181610,0.893845
1.840126,0.765888,0.036126,-0.987988,0.012124,2.194057,0.889590
1.860869,0.775413,0.034656,-0.980340,0.011631,2.206504,0.885335
1.881612,0.784937,0.033186,-0.972692,0.011138,2.218950,0.881080
1.902355,0.794461,0.031717,-0.965044,0.010644,2.231397,0.876825
1.923099,0.803986,0.030247,-0.957396,0.010151,2.243844,0.872570
1.943842,0.813510,0.028777,-0.949748,0.009658,2.256290,0.868315
1.964585,0.823035,0.027308,-0.942100,0.009165,2.268737,0.864060
1.985328,0.832559,0.025838,-0.934452,0.008671,2.281184,0.859805
2.006072,0.842083,0.024368,-0.926804,0.008178,2.293630,0.855550
2.026815,0.851608,0.022898,-0.919156,0.007685,2.306077,0.851295
2.047558,0.861132,0.021429,-0.911508,0.007192,2.318524,0.847040
2.068301,0.870656,0.019959,-0.903861,0.006698,2.330971,0.842785
2.082386,0.877124,0.018961,-0.898668,0.006363,2.339422,0.839895
2.096471,0.883591,0.017963,-0.893475,0.006029,2.347874,0.837006
2.110556,0.890058,0.016965,-0.888281,0.005694,2.356325,0.834117
2.124641,0.896525,0.015967,-0.883088,0.005359,2.364776,0.831228
2.138726,0.902992,0.014969,-0.877895,0.005024,2.373228,0.828338
2.152811,0.909459,0.013971,-0.872702,0.004689,2.381679,0.825449
2.166896,0.915927,0.012973,-0.867509,0.004354,2.390131,0.822560
2.180981,0.922394,0.011975,-0.862316,0.004019,2.398582,0.819671
2.195066,0.928861,0.010977,-0.857123,0.003684,2.407034,0.816782
2.209151,0.935328,0.009980,-0.851930,0.003349,2.415485,0.813892
2.223236,0.941795,0.008982,-0.846737,0.003014,2.423937,0.811003
2.237320,0.948263,0.007984,-0.841544,0.002679,2.432388,0.808114
2.251405,0.954730,0.006986,-0.836351,0.002344,2.440840,0.805225
2.265490,0.961197,0.005988,-0.831158,0.002010,2.449291,0.802335
2.279575,0.967664,0.004990,-0.825965,0.001675,2.457743,0.799446
2.293660,0.974131,0.003992,-0.820772,0.001340,2.466194,0.796557
2.307745,0.980598,0.002994,-0.815579,0.001005,2.474646,0.793668
2.321830,0.987066,0.001996,-0.810386,0.000670,2.483097,0.790778
2.335915,0.993533,0.000998,-0.805193,0.000335,2.491549,0.787889
2.350000,1.000000,0.000000,-0.800000,0.000000,2.500000,0.785000
